2180,665,2180,2048,1924
2048,551,2471,2048,1924
2180,403,2471,2048,1808
2048,429,2321,2048,1924
9999,9999,9999,9999,9999
2180,1167,2471,2180,2048
2321,1096,2321,2180,2048
2321,1030,2471,2048,2180
2321,854,2471,2180,2048
2321,277,2471,2321,1924
2321,429,2630,2048,2048
2180,314,2471,2321,2048
2321,457,2630,2048,2048
2321,378,2630,2321,2180
2321,429,2471,2180,2048
2321,586,2471,2048,2048
2180,753,2471,2321,2048
2180,753,2180,2321,2048
2048,457,2180,2180,2048
2048,334,2180,2048,2048
2180,148,2321,2180,2048
2048,295,2180,2180,2048
2048,179,2321,2048,2048
2048,123,2180,2048,2048
2180,202,2180,2048,2048
2180,65,2321,2180,2048
2180,51,2321,2321,2048
2180,190,2180,2048,2048
2180,215,2321,2180,2048
2180,802,2321,2180,2048
2180,909,2321,2048,2048
2180,753,2321,2048,2048
2180,854,2471,2321,2048
2180,909,2471,2321,2048
2180,1030,2471,2048,2048
2180,909,2321,2321,2048
2321,1096,2471,2180,2048
2180,967,2471,2321,2180
2180,1096,2471,2180,2048
9999,9999,9999,9999,9999
2321,1167,1808,2321,2048
2321,1242,486,2180,2048
2180,1167,202,2048,2048
2180,1167,139,2048,2048
2321,1242,115,2048,2048
2321,1167,229,2180,2048
2180,1242,190,2048,2048
2321,1167,378,1924,2180
2321,1242,1408,2048,2048
2180,1167,2048,1924,2048
2180,1167,2321,2180,2180
2180,1167,2471,2180,2180
2321,1242,2630,2048,2180
2321,1242,2800,2321,2180
2321,1167,2630,2180,2180
2321,1242,2630,2321,2048
2321,1242,2980,2048,2048
2180,1242,2800,2321,2180
2321,1242,2630,2048,2180
2321,1242,2630,2321,2048
2321,1242,2800,2180,2048
2180,1242,2800,2321,2180
2321,1242,2980,2180,2180
2321,1242,2800,2180,2048
2180,1242,260,2048,2048
9999,9999,9999,9999,9999
2180,1322,1924,2321,2321
2321,1242,1808,2471,2180
2321,1322,1924,2321,2180
2321,1242,2048,2180,2321
2180,1322,2180,1322,2321
2180,1322,2180,909,2471
2321,1322,2180,802,2321
2321,1408,2180,753,2471
2321,1322,2180,665,2471
2180,1408,2180,586,2321
2180,1322,2180,429,2471
2321,1322,2180,457,2321
2321,1408,2180,403,2321
2180,1408,2180,457,2471
2321,1408,2180,486,2180
2321,1408,2321,518,2471
2321,1322,2180,457,2321
2321,1322,2180,457,2471
2180,1322,2180,551,2321
2321,1322,2180,1698,2321
2321,1322,2321,1808,2471
2321,1322,2321,1808,2471
2321,1408,2180,1808,2471
2321,1322,2321,1924,2630
2180,1322,2321,1924,2321
2321,1322,2321,2321,2630
2321,1408,2321,2321,2471
2321,1408,2321,2048,2321
2321,1322,2048,1808,1808
2471,1322,1698,1167,1498
2471,1408,1595,1096,1498
2321,1408,1698,1096,1242
2321,1408,1808,1167,1242
2471,1322,1698,1096,1167
2321,1408,1808,1167,1167
2321,1408,1698,1030,1030
2321,1408,1498,1030,1030
